food_category,food_department,food_family,store_sales_in_millions,store_cost_in_millions,unit_sales_in_millions,promotion_name,marital_status,gender,total_children,education,member_card,occupation,houseowner,avg_cars_at_home_approx,avg_yearly_income,num_children_at_home,brand_name,SRP,gross_weight,net_weight,recyclable_package,low_fat,units_per_case,store_type,store_city,store_state,store_sqft,grocery_sqft,frozen_sqft,meat_sqft,coffee_bar,video_store,salad_bar,prepared_food,florist,media_type,cost
Meat,Frozen Foods,Food,2.73,0.9828,3.0,Savings Galore,M,F,0.0,Bachelors Degree,Golden,Professional,N,2.0,$50K - $70K,0.0,Imagine,0.91,9.91,7.9,1.0,0.0,9.0,Supermarket,Seattle,WA,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,Street Handout,138.53
Breakfast Foods,Frozen Foods,Food,3.28,1.3776,2.0,Coupon Spectacular,S,F,1.0,Bachelors Degree,Bronze,Professional,Y,2.0,$50K - $70K,0.0,PigTail,1.64,14.1,13.1,0.0,1.0,25.0,Small Grocery,Bellingham,WA,28206.0,22271.0,3561.0,2374.0,1.0,0.0,0.0,0.0,0.0,Daily Paper,90.58
Breakfast Foods,Frozen Foods,Food,1.87,0.6171,1.0,Sales Galore,M,M,1.0,Partial High School,Normal,Skilled Manual,Y,1.0,$10K - $30K,0.0,Imagine,1.87,16.7,14.7,1.0,1.0,10.0,Small Grocery,Bellingham,WA,28206.0,22271.0,3561.0,2374.0,1.0,0.0,0.0,0.0,0.0,"Daily Paper, Radio",109.03
Beer and Wine,Alcoholic Beverages,Drink,10.56,4.224,3.0,Super Duper Savers,S,M,2.0,Partial High School,Normal,Skilled Manual,Y,0.0,$10K - $30K,0.0,Top Measure,3.52,10.4,7.39,1.0,0.0,34.0,Supermarket,Bremerton,WA,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,Cash Register Handout,129.5
Paper Products,Household,Non-Consumable,2.58,0.9804,3.0,Price Slashers,M,M,2.0,High School Degree,Bronze,Skilled Manual,Y,2.0,$30K - $50K,2.0,Sunset,0.86,8.0,7.0,0.0,0.0,29.0,Supermarket,Portland,OR,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,Sunday Paper,67.2
Snack Foods,Snack Foods,Food,10.84,4.6612,4.0,Save-It Sale,S,M,2.0,High School Degree,Bronze,Skilled Manual,Y,1.0,$30K - $50K,0.0,Best Choice,2.71,20.7,17.7,0.0,0.0,2.0,Deluxe Supermarket,Salem,OR,27694.0,18670.0,5415.0,3610.0,1.0,1.0,1.0,1.0,1.0,Radio,144.38
Vegetables,Produce,Food,7.74,3.2508,3.0,Save-It Sale,S,M,1.0,Bachelors Degree,Bronze,Management,N,3.0,$50K - $70K,0.0,High Top,2.58,14.7,11.6,1.0,1.0,14.0,Supermarket,Los Angeles,CA,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,Daily Paper,81.79
Paper Products,Household,Non-Consumable,9.96,3.5856,3.0,Price Savers,M,M,2.0,Bachelors Degree,Bronze,Professional,Y,3.0,$70K - $90K,2.0,High Quality,3.32,19.7,16.7,0.0,0.0,32.0,Deluxe Supermarket,Salem,OR,27694.0,18670.0,5415.0,3610.0,1.0,1.0,1.0,1.0,1.0,"Sunday Paper, Radio",80.29
Side Dishes,Deli,Food,3.66,1.647,3.0,Savings Galore,M,M,0.0,Partial High School,Normal,Manual,N,1.0,$10K - $30K,0.0,Moms,1.22,21.4,19.3,1.0,1.0,6.0,Supermarket,Seattle,WA,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,Street Handout,138.53
Fruit,Produce,Food,11.37,5.5713,3.0,Three for One,S,F,1.0,Bachelors Degree,Bronze,Management,Y,3.0,$90K - $110K,0.0,Tell Tale,3.79,13.9,11.8,1.0,1.0,22.0,Supermarket,Bremerton,WA,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,Sunday Paper,118.25
Fruit,Produce,Food,9.76,4.2944,4.0,Big Time Savings,S,M,4.0,Bachelors Degree,Bronze,Professional,Y,1.0,$50K - $70K,0.0,Tri-State,2.44,13.7,10.6,1.0,1.0,2.0,Supermarket,Seattle,WA,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,In-Store Coupon,135.8
Frozen Desserts,Frozen Foods,Food,5.8,1.856,2.0,Dollar Cutters,S,F,4.0,Bachelors Degree,Golden,Management,Y,4.0,$50K - $70K,0.0,Carrington,2.9,12.5,10.5,0.0,1.0,11.0,Supermarket,Bremerton,WA,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,TV,66.18
Hot Beverages,Beverages,Drink,6.8,3.4,2.0,Weekend Markdown,S,F,4.0,Bachelors Degree,Bronze,Management,N,3.0,$50K - $70K,0.0,CDR,3.4,10.4,8.39,0.0,0.0,12.0,Supermarket,Portland,OR,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,Daily Paper,140.57
Snack Foods,Snack Foods,Food,3.57,1.5708,3.0,Unbeatable Price Savers,M,F,1.0,Partial High School,Normal,Manual,Y,1.0,$10K - $30K,1.0,Best Choice,1.19,14.7,12.6,1.0,1.0,21.0,Supermarket,Seattle,WA,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,Bulk Mail,66.78
Miscellaneous,Checkout,Non-Consumable,1.72,0.8084,1.0,Bag Stuffers,S,M,3.0,Partial High School,Normal,Skilled Manual,N,1.0,$10K - $30K,0.0,James Bay,1.72,10.1,7.1,1.0,0.0,28.0,Small Grocery,Bellingham,WA,28206.0,22271.0,3561.0,2374.0,1.0,0.0,0.0,0.0,0.0,"Daily Paper, Radio",117.93
Fruit,Produce,Food,5.3,1.802,2.0,High Roller Savings,S,M,2.0,Partial High School,Normal,Skilled Manual,Y,0.0,$10K - $30K,0.0,High Top,2.65,6.74,4.73,0.0,0.0,12.0,Supermarket,Los Angeles,CA,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,Daily Paper,101.84
Frozen Entrees,Frozen Foods,Food,3.33,1.5651,3.0,Big Time Savings,M,M,5.0,Partial High School,Normal,Manual,N,1.0,$10K - $30K,5.0,PigTail,1.11,18.4,16.3,1.0,0.0,17.0,Supermarket,Seattle,WA,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,In-Store Coupon,135.8
Bathroom Products,Health and Hygiene,Non-Consumable,8.79,4.3071,3.0,High Roller Savings,M,M,1.0,Bachelors Degree,Normal,Management,Y,1.0,$90K - $110K,1.0,Bird Call,2.93,15.3,14.3,1.0,0.0,25.0,Deluxe Supermarket,Salem,OR,27694.0,18670.0,5415.0,3610.0,1.0,1.0,1.0,1.0,1.0,"Daily Paper, Radio",84.16
Candy,Snacks,Food,2.64,0.9768,4.0,Price Savers,S,F,3.0,High School Degree,Bronze,Manual,N,1.0,$30K - $50K,0.0,Atomic,0.66,17.9,15.8,1.0,1.0,9.0,Deluxe Supermarket,Tacoma,WA,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,"Sunday Paper, Radio",111.7
Canned Soup,Canned Foods,Food,15.92,6.6864,4.0,Weekend Markdown,M,F,3.0,Graduate Degree,Silver,Management,Y,2.0,$110K - $130K,0.0,Better,3.98,7.47,5.46,0.0,0.0,8.0,Supermarket,Seattle,WA,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,"Daily Paper, Radio",69.63
Meat,Frozen Foods,Food,4.7,1.833,2.0,Sales Days,M,F,4.0,High School Degree,Normal,Manual,N,0.0,$10K - $30K,2.0,Golden,2.35,12.0,10.0,1.0,1.0,34.0,Supermarket,Spokane,WA,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,Bulk Mail,116.74
Dairy,Dairy,Food,8.68,3.472,4.0,Big Promo,S,M,3.0,Partial High School,Bronze,Manual,N,1.0,$10K - $30K,0.0,Club,2.17,14.5,13.5,1.0,1.0,27.0,Deluxe Supermarket,Tacoma,WA,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,Sunday Paper,51.12
Meat,Deli,Food,6.99,2.2368,3.0,Double Your Savings,M,F,1.0,High School Degree,Bronze,Skilled Manual,Y,3.0,$30K - $50K,0.0,Red Spade,2.33,19.1,16.1,0.0,0.0,22.0,Supermarket,Seattle,WA,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,Radio,94.43
Pain Relievers,Health and Hygiene,Non-Consumable,7.14,2.2848,3.0,Double Down Sale,S,M,1.0,Bachelors Degree,Bronze,Professional,Y,4.0,$130K - $150K,0.0,Bird Call,2.38,19.0,17.0,1.0,0.0,16.0,Supermarket,Spokane,WA,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,"Daily Paper, Radio",62.67
Snack Foods,Snack Foods,Food,9.75,3.9,3.0,Free For All,S,M,4.0,High School Degree,Bronze,Skilled Manual,N,3.0,$30K - $50K,0.0,Fast,3.25,11.3,8.3,1.0,0.0,24.0,Supermarket,Portland,OR,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,"Sunday Paper, Radio",126.24
Meat,Meat,Food,5.96,2.5628,4.0,Price Slashers,S,F,2.0,High School Degree,Bronze,Professional,N,4.0,$110K - $130K,0.0,Footnote,1.49,13.0,11.0,0.0,1.0,32.0,Deluxe Supermarket,Salem,OR,27694.0,18670.0,5415.0,3610.0,1.0,1.0,1.0,1.0,1.0,"Sunday Paper, Radio, TV",54.11
Starchy Foods,Starchy Foods,Food,13.9,5.421,5.0,Double Your Savings,M,F,4.0,Graduate Degree,Bronze,Professional,Y,4.0,$30K - $50K,1.0,Medalist,2.78,18.7,16.7,1.0,1.0,24.0,Supermarket,Seattle,WA,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,Radio,94.43
Eggs,Eggs,Food,3.51,1.2987,3.0,I Cant Believe It Sale,S,M,4.0,High School Degree,Golden,Skilled Manual,N,2.0,$30K - $50K,0.0,National,1.17,17.0,15.0,0.0,1.0,34.0,Deluxe Supermarket,Salem,OR,27694.0,18670.0,5415.0,3610.0,1.0,1.0,1.0,1.0,1.0,Product Attachment,69.47
Vegetables,Produce,Food,7.77,2.7972,3.0,Double Down Sale,S,F,1.0,Bachelors Degree,Bronze,Professional,Y,1.0,$110K - $130K,0.0,Tell Tale,2.59,9.77,7.77,1.0,1.0,20.0,Deluxe Supermarket,Tacoma,WA,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,TV,95.74
Dairy,Dairy,Food,2.43,0.9963,3.0,Two for One,S,F,4.0,Partial High School,Normal,Manual,N,1.0,$10K - $30K,0.0,Even Better,0.81,6.33,4.32,1.0,1.0,20.0,Supermarket,Spokane,WA,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,"Daily Paper, Radio, TV",57.52
Snack Foods,Snack Foods,Food,7.2,3.024,3.0,Price Slashers,S,F,4.0,Bachelors Degree,Bronze,Professional,Y,3.0,$90K - $110K,0.0,Fast,2.4,10.7,8.69,0.0,0.0,30.0,Supermarket,Seattle,WA,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,Radio,76.98
Paper Products,Household,Non-Consumable,13.28,4.648,4.0,Unbeatable Price Savers,M,M,2.0,High School Degree,Bronze,Manual,N,1.0,$30K - $50K,0.0,High Quality,3.32,19.7,16.7,0.0,0.0,32.0,Supermarket,Portland,OR,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,Product Attachment,124.36
Pure Juice Beverages,Beverages,Drink,2.6,0.962,4.0,Best Savings,M,M,3.0,Partial College,Bronze,Clerical,Y,3.0,$30K - $50K,2.0,Fabulous,0.65,16.0,15.0,1.0,0.0,11.0,Supermarket,Seattle,WA,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,Street Handout,114.01
Snack Foods,Snack Foods,Food,8.28,3.5604,3.0,Price Destroyers,S,F,3.0,High School Degree,Bronze,Skilled Manual,N,2.0,$30K - $50K,0.0,Horatio,2.76,11.0,8.0,1.0,1.0,1.0,Supermarket,Bremerton,WA,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,"Sunday Paper, Radio",115.05
Hardware,Household,Non-Consumable,2.47,0.7904,1.0,Sales Galore,S,M,1.0,High School Degree,Silver,Management,N,3.0,$90K - $110K,0.0,Cormorant,2.47,12.6,11.6,1.0,0.0,10.0,Small Grocery,Bellingham,WA,28206.0,22271.0,3561.0,2374.0,1.0,0.0,0.0,0.0,0.0,"Daily Paper, Radio",109.03
Canned Soup,Canned Foods,Food,2.86,0.9724,2.0,Shelf Emptiers,S,F,1.0,Graduate Degree,Bronze,Management,Y,2.0,$110K - $130K,0.0,Pleasant,1.43,16.9,14.8,1.0,0.0,2.0,Small Grocery,San Francisco,CA,22478.0,15321.0,4294.0,2863.0,1.0,0.0,0.0,0.0,0.0,Product Attachment,101.75
Canned Clams,Canned Foods,Food,2.37,1.185,3.0,Two Day Sale,S,F,2.0,Partial High School,Bronze,Skilled Manual,Y,1.0,$30K - $50K,0.0,Pleasant,0.79,9.65,7.64,1.0,0.0,14.0,Gourmet Supermarket,Beverly Hills,CA,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,"Daily Paper, Radio",112.52
Hot Beverages,Beverages,Drink,13.6,5.848,4.0,Three for One,M,F,4.0,Partial College,Bronze,Professional,Y,4.0,$70K - $90K,0.0,CDR,3.4,10.4,8.39,0.0,0.0,12.0,Deluxe Supermarket,Tacoma,WA,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,Product Attachment,122.47
Snack Foods,Snack Foods,Food,11.64,4.074,3.0,Double Down Sale,S,M,5.0,Bachelors Degree,Bronze,Management,Y,1.0,$30K - $50K,0.0,Nationeel,3.88,10.6,8.6,0.0,1.0,28.0,Supermarket,Los Angeles,CA,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,Daily Paper,55.96
Starchy Foods,Starchy Foods,Food,5.8,2.204,2.0,Money Savers,M,F,1.0,Partial College,Silver,Clerical,Y,2.0,$30K - $50K,1.0,Monarch,2.9,8.2,5.19,1.0,0.0,18.0,Supermarket,Bremerton,WA,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,"Sunday Paper, Radio, TV",82.61
Meat,Deli,Food,7.96,2.6268,4.0,Free For All,M,F,0.0,Partial High School,Normal,Skilled Manual,Y,2.0,$30K - $50K,0.0,Cutting Edge,1.99,15.6,14.6,0.0,1.0,25.0,Supermarket,Portland,OR,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,"Sunday Paper, Radio",126.24
Vegetables,Produce,Food,6.57,3.0222,3.0,Double Down Sale,M,M,2.0,Partial High School,Normal,Skilled Manual,Y,0.0,$10K - $30K,2.0,Tell Tale,2.19,14.5,12.5,0.0,1.0,23.0,Deluxe Supermarket,Tacoma,WA,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,TV,95.74
Dairy,Dairy,Food,1.68,0.588,2.0,Two for One,M,M,3.0,Partial High School,Silver,Skilled Manual,Y,3.0,$30K - $50K,3.0,Even Better,0.84,13.1,10.1,1.0,0.0,18.0,Deluxe Supermarket,Tacoma,WA,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,Product Attachment,59.83
